Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Brand Name,Product Name,Sales,Quantity,Profit,Profit (bins),Discount,Month,Year,MonthName,Month Num
CA-2011-113579,13-Dec-11,15-Dec-11,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049,West,Sony,Sony Bravia 80 cm (32 inches) HD Ready LED TV KLV-32R302G (Black) | With Amazon Fire Stick at Zero Cost,29865,1,3882.45,0,15,Dec-11,2011,December,12
CA-2014-126242,20-Nov-14,25-Nov-14,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,Sony,Sony Bravia 123 cm (49 inches) 4K Ultra HD Certified Android LED TV 49X7500H (Black) (2020 Model),26189,1,3404.57,0,20,Nov-14,2014,November,11
CA-2011-110849,18-Apr-11,23-Apr-11,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,Sony,Sony Bravia 123 cm (49 inches) 4K Ultra HD Certified Android LED TV 49X8000H (Black) (2020 Model),15527,1,2018.51,0,19,Apr-11,2011,April,4
CA-2011-110849,18-Apr-11,23-Apr-11,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,Sony,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart Certified Android LED TV 65X9000H (Black) (2020 Model),27009,1,3511.17,0,12,Apr-11,2011,April,4
CA-2011-110849,18-Apr-11,23-Apr-11,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,LG,LG 80 cm (32 inch) HD Ready LED TV  (32LK536BPTB),27427,1,3565.51,0,10,Apr-11,2011,April,4
CA-2013-130029,04-Jul-13,07-Jul-13,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,LG,LG 80 cms (32 Inches) HD Ready LED Smart TV (32LM560BPTC),25524,1,3318.12,0,15,Jul-13,2013,July,7
CA-2013-130029,04-Jul-13,07-Jul-13,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,LG,LG 164 cm (65 inches) 4K Ultra HD Smart NanoCell TV (65NANO91TNA),15160,1,1970.8,0,11,Jul-13,2013,July,7
CA-2012-167745,18-Sep-12,23-Sep-12,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Vidiem,Vidiem HOB 4 Burner Hob,25022,1,3252.86,0,11,Sep-12,2012,September,9
CA-2012-167745,18-Sep-12,23-Sep-12,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Elica,"Elica 60 cm 1200 m3/hr Auto Clean Chimney (TBC HAC TOUCH BF 60 MS NERO, 2 Baffle Filters, Touch + Motion Sensor Control, Black)",17342,1,2254.46,0,14,Sep-12,2012,September,9
CA-2011-101931,28-Oct-11,31-Oct-11,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,LG,"LG 21 L Convection Microwave Oven (MC2146BG, Glossy Black, With Starter Kit)",29205,1,3796.65,0,16,Oct-11,2011,October,10
CA-2011-101931,28-Oct-11,31-Oct-11,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,LG,"LG 28 L Charcoal Convection Microwave Oven (MJ2886BFUM, Black, With Starter Kit)",23046,1,2995.98,0,12,Oct-11,2011,October,10
CA-2011-101931,28-Oct-11,31-Oct-11,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,LG,"LG 20 L Solo Microwave Oven (MS2043BP, Black, with Free Starter Kit)",16298,1,2118.74,0,10,Oct-11,2011,October,10
CA-2012-125234,27-Nov-12,01-Dec-12,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,Darling Retail store,Moderno 251Q Queen Size 5 + 6.25 European teak cot,10430,1,1355.9,0,18,Nov-12,2012,November,11
CA-2013-109365,04-Nov-13,09-Nov-13,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Darling Retail store,Goodwood SI-Divine Sofa Cum Bed,16185,1,2104.05,0,12,Nov-13,2013,November,11
CA-2013-109365,04-Nov-13,09-Nov-13,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Prestige,Prestige Popular Plus Induction Base Aluminium Pressure Cooker,13858,1,1801.54,0,10,Nov-13,2013,November,11
CA-2013-109365,04-Nov-13,09-Nov-13,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Prestige,"Prestige Svachh Aluminium Pressure Cooker, with Spillage Control",19361,1,2516.93,0,15,Nov-13,2013,November,11
CA-2013-109365,04-Nov-13,09-Nov-13,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Crompton,Crompton Riviera High Speed Ceiling Fan - 1200 mm (Brown),12010,1,1561.3,0,12,Nov-13,2013,November,11
CA-2013-109365,04-Nov-13,09-Nov-13,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,Orient,Orient Electric Table-27 400mm Table Fan Commander Grey,6404,1,832.52,0,19,Nov-13,2013,November,11
CA-2012-118871,04-Dec-12,09-Dec-12,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,Butterfly,Butterfly Rhino Stainless Steel 2 Burner Gas Stove,29120,1,3785.6,0,14,Dec-12,2012,December,12
CA-2014-138149,30-Jun-14,01-Jul-14,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,Havells,Havells Pacer 1200mm Ceiling Fan (Brown),10813,1,1405.69,0,10,Jun-14,2014,June,6
CA-2014-138149,30-Jun-14,01-Jul-14,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,Vidiem,Vidiem Vector 2B 175 A Cooktop,7033,1,914.29,0,16,Jun-14,2014,June,6
CA-2014-134635,16-Apr-14,18-Apr-14,Second Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,Crompton,Crompton Fan Wind FLO High Speed PF,21922,1,2849.86,0,16,Apr-14,2014,April,4
CA-2011-130813,07-Jan-11,09-Jan-11,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,Havells,Havells Swing LX 400mm Table Fan,16131,1,2097.03,0,12,Jan-11,2011,January,1
CA-2011-148614,21-Jan-11,26-Jan-11,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Pigeon,Pigeon by Stovekraft Dyna 2 Litre Table Top Wet Grinder with 2 Stones -150 Watt Heavy Duty Motor Ideal for Your Kitchen,29251,1,3802.63,0,18,Jan-11,2011,January,1
CA-2011-168305,01-Nov-11,08-Nov-11,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,Orient,Orient Electric High Speed Pedestal Fan Stand 37,23817,1,3096.21,0,14,Nov-11,2011,November,11
CA-2011-168305,01-Nov-11,08-Nov-11,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,Orient,Orient Electric Jazz 1200mm Ceiling Fan,18318,1,2381.34,0,14,Nov-11,2011,November,11
CA-2014-112431,13-Oct-14,15-Oct-14,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,Vidiem,Vidiem Vision 650 Watts Mixer Grinder,22571,1,2934.23,0,14,Oct-14,2014,October,10
CA-2012-135580,30-Dec-12,03-Jan-13,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,Orient,Orient Electric TABLE FAN Retro-T16 400 mm 4 Blade Table Fan,15075,1,1959.75,0,20,Dec-12,2012,December,12
CA-2012-135580,30-Dec-12,03-Jan-13,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,Crompton,Crompton Aura Prime Decorative Ceiling Fan with Anti Dust technology - 1200 mm (Dusky Brown),18848,1,2450.24,0,17,Dec-12,2012,December,12
CA-2012-135580,30-Dec-12,03-Jan-13,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,Havells,Havells Fusion 1200mm Ceiling Fan (Brown and Beige),13990,1,1818.7,0,13,Dec-12,2012,December,12
CA-2011-102652,06-Apr-11,12-Apr-11,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Orient,Orient Electric Kiara Shine 1200mm High Speed Ceiling Fan,19279,1,2506.27,0,11,Apr-11,2011,April,4
CA-2011-102652,06-Apr-11,12-Apr-11,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Crompton,Crompton Energion HS 48-inch Energy Efficient 5 Star Rated High Speed BLDC Ceiling Fan with Remote (Brown),11399,1,1481.87,0,10,Apr-11,2011,April,4
US-2013-112970,15-Nov-13,16-Nov-13,First Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049,West,Crompton,Crompton Sstorm2 450mm Wall Mount Fan,11218,1,1458.34,0,11,Nov-13,2013,November,11
CA-2013-161025,04-Dec-13,10-Dec-13,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,90049,West,Havells,Havells Sprint-16 HS 400mm Pedestal Fan (White),15564,1,2023.32,0,17,Dec-13,2013,December,12
CA-2013-100944,25-Sep-13,29-Sep-13,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Los Angeles,California,90049,West,Butterfly,Butterfly Friendly 2 Burner Gas Stove,6877,1,894.01,0,11,Sep-13,2013,September,9
CA-2013-147473,31-May-13,04-Jun-13,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90049,West,Crompton,Crompton Metal Avancer Prime Anti Dust 48-Inch Ceiling Fan,14260,1,1853.8,0,16,May-13,2013,May,5
CA-2011-138737,07-Dec-11,10-Dec-11,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90049,West,Preethi,Preethi - MG225 Galaxy 750W Mixer Grinder,26666,1,3466.58,0,11,Dec-11,2011,December,12
US-2014-151127,23-May-14,26-May-14,First Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90049,West,Crompton,Crompton Storm 450 mm High Speed Pedestal Fan 1400RPM,17624,1,2291.12,0,20,May-14,2014,May,5
CA-2014-147844,03-May-14,07-May-14,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Orient,Orient Electric Pedestal Fan 450 MM Tornado Pedestal,8163,1,1061.19,0,16,May-14,2014,May,5
CA-2014-147844,03-May-14,07-May-14,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Vidiem,Vidiem Vector Plus 3B SS Gas Stove,29436,1,3826.68,0,17,May-14,2014,May,5
CA-2014-147844,03-May-14,07-May-14,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,Vidiem,VIDIEM VISION WET GRINDER ST (WHITE AND PINK),15531,1,2019.03,0,18,May-14,2014,May,5
US-2011-120740,15-Apr-11,15-Apr-11,Same Day,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,Butterfly,"Butterfly Rhino Table Top Wet Grinder, 2L",17842,1,2319.46,0,17,Apr-11,2011,April,4
CA-2012-144890,25-Dec-12,29-Dec-12,Standard Class,SM-20320,Sean Miller,Home Office,United States,Los Angeles,California,90049,West,Vidiem,"Vidiem Topaz Table Top Grinder, 2 L, 230 V (Lavender)",8970,1,1166.1,0,15,Dec-12,2012,December,12
CA-2012-138219,23-Mar-12,30-Mar-12,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90049,West,LG,LG - LK72B Boom Blastic Multimedia Speakers - Black,20807,1,2704.91,0,16,Mar-12,2012,March,3
CA-2012-121188,28-Aug-12,04-Sep-12,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Vidiem,Vidiem MG 541 A VSTAR Evo Plus 750 Watts Mixer Grinder with 4 Jar,21492,1,2793.96,0,17,Aug-12,2012,August,8
CA-2012-121188,28-Aug-12,04-Sep-12,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Orient,Orient Electric Smartcool Dx CP2002H 20 litres Air Cooler,5654,1,735.02,0,14,Aug-12,2012,August,8
CA-2011-114125,09-Jul-11,13-Jul-11,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,Preethi,Preethi Lavender WG905 2-Litre 150-Watt Wet Grinder,26394,1,3431.22,0,15,Jul-11,2011,July,7
CA-2011-114125,09-Jul-11,13-Jul-11,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,Butterfly,"Butterfly Rhino Plus Wet Grinder, 2L (Grey) , 150W",18180,1,2363.4,0,19,Jul-11,2011,July,7
CA-2014-106824,08-Jul-14,12-Jul-14,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Los Angeles,California,90049,West,Orient,Orient Electric i-Float 1200mm energy efficient ceiling fan with Inverter Technology (Lakeside Brown),27808,1,3615.04,0,19,Jul-14,2014,July,7
CA-2011-164903,21-Feb-11,25-Feb-11,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,90049,West,Amirthaa,AMIRTHAA TLT Tilting Tabletop Wet Grinder,23381,1,3039.53,0,12,Feb-11,2011,February,2
CA-2012-149566,05-Dec-12,10-Dec-12,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Vidiem,Vidiem Garnet Plus 2 Litre Table Top Wet Grinder,18020,1,2342.6,0,16,Dec-12,2012,December,12
CA-2014-162012,12-Jul-14,19-Jul-14,Standard Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90049,West,Pigeon,"Pigeon Glory 550 Watt Mixer Grinder with 3 Stainless Steel Jars for Dry Grinding, Wet Grinding and Making Chutney, Pigeon Glass Top 2 Burner Gas Stove, Manual Ignition, Black and Pigeon Dyna 2 Litre Table Top Wet Grinder with 2 Stones",14696,1,1910.48,0,15,Jul-14,2014,July,7
CA-2012-168760,22-Sep-12,26-Sep-12,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Los Angeles,California,90049,West,Preethi,Preethi Grinder Power Grind (WG 907),14548,1,1891.24,0,18,Sep-12,2012,September,9
CA-2013-152646,22-Nov-13,27-Nov-13,Standard Class,TH-21235,Tiffany House,Corporate,United States,Los Angeles,California,90049,West,Vidiem,Vidiem MG 518 A VSTAR Premium 750 Watts Juicer Mixer Grinder,24733,1,3215.29,0,13,Nov-13,2013,November,11
CA-2011-153619,03-Nov-11,03-Nov-11,Same Day,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,90049,West,Butterfly,Butterfly Spectra Glass 2 Burner Gas Stove,12989,1,1688.57,0,11,Nov-11,2011,November,11
CA-2013-101189,04-Feb-13,09-Feb-13,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90049,West,Vidiem,Vidiem Edge Shine Glass 3 Burner Gas Stove,9413,1,1223.69,0,20,Feb-13,2013,February,2
CA-2013-140256,23-Aug-13,30-Aug-13,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90049,West,Butterfly,"Butterfly Signature Glass Top 2 Burner Gas Stove, Manual Ignition",21769,1,2829.97,0,18,Aug-13,2013,August,8
CA-2014-124261,15-Nov-14,20-Nov-14,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Los Angeles,California,90049,West,Panasonic,"Panasonic 20L Solo Microwave Oven(NN-SM255WFDG,White)",24670,1,3207.1,0,20,Nov-14,2014,November,11
CA-2013-121755,16-Jan-13,20-Jan-13,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,Kenstar,Kenstar COLT 35 Room/Personal Air Cooler,24964,1,3245.32,0,12,Jan-13,2013,January,1
CA-2012-157084,19-Dec-12,24-Dec-12,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,Kenstar,Kenstar GLAM 15 Air Cooler,8597,1,1117.61,340.9080455,20,Dec-12,2012,December,12
US-2013-116729,26-Dec-13,29-Dec-13,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,Preethi,"Preethi Blu Flame Glass Top 3 Burner Gas Stove, Manual Ignition",26219,1,3408.47,0,13,Dec-13,2013,December,12
CA-2011-106439,31-Oct-11,04-Nov-11,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,Ultra,"Ultra Grind+ Gold Table Top Wet Grinder, 2L (White/ Purple)",18979,1,2467.27,0,14,Oct-11,2011,October,10
CA-2012-121797,30-Jan-12,06-Feb-12,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,Kenstar,Kenstar Auster XW 50-Litre Air Cooler - With Trolley,22488,1,2923.44,0,18,Jan-12,2012,January,1
CA-2014-126242,20-Nov-14,25-Nov-14,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,Vidiem,Vidiem Glass-top Stove 3B Air Silver,19139,1,2488.07,0,17,Nov-14,2014,November,11
CA-2011-136399,16-Dec-11,17-Dec-11,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,Symphony,"Symphony Kaizen 151 DB Compact Personal Air Cooler 51-litres, with Trolley, High Performance Jet Blower & Low Power Consumption (White)",5813,1,755.69,0,16,Dec-11,2011,December,12
CA-2011-136399,16-Dec-11,17-Dec-11,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,Butterfly,Butterfly Spectra Glass 3 Burner Gas Stove,27032,1,3514.16,0,17,Dec-11,2011,December,12
CA-2012-167745,18-Sep-12,23-Sep-12,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Bosch,Bosch TrueMixx Pro 1000W Mixer Grinder (MGM8842GIN),10509,1,1366.17,0,15,Sep-12,2012,September,9
CA-2012-125234,27-Nov-12,01-Dec-12,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,Butterfly,"Butterfly Signature Glass Top 3 Burner Gas Stove, Manual Ignition",27298,1,3548.74,0,20,Nov-12,2012,November,11
CA-2012-118871,04-Dec-12,09-Dec-12,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,Eureka Forbes,Eureka Forbes Vogue 1400-Watt Powerful Suction and Blower Function Vacuum Cleaner,29007,1,3770.91,0,13,Dec-12,2012,December,12
CA-2014-138149,30-Jun-14,01-Jul-14,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,Havells,Havells 28R BL 1500W Stainless Steel Oven Toaster Grill (Black),27719,1,3603.47,0,14,Jun-14,2014,June,6
CA-2011-148614,21-Jan-11,26-Jan-11,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,Havells,Havells Brina Plus Window Air Cooler - 50 litres,16924,1,2200.12,0,20,Jan-11,2011,January,1
CA-2014-112431,13-Oct-14,15-Oct-14,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,Blue Star,Blue Star PA35LMA 35 Litre Tower Air Cooler,22276,1,2895.88,0,18,Oct-14,2014,October,10
CA-2011-102652,06-Apr-11,12-Apr-11,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Vidiem,Vidiem AIR SILVER 4 Burner Frameless Gas Stove,6949,1,903.37,0,19,Apr-11,2011,April,4
CA-2011-102652,06-Apr-11,12-Apr-11,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Vidiem,Vidiem Iris ADC Wet Grinder With Food Processor,26613,1,3459.69,0,20,Apr-11,2011,April,4
US-2014-128398,03-May-14,06-May-14,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Los Angeles,California,90049,West,Vidiem,"Vidiem ADC MG 579A, 750 Watts Mixer Grinder (Black, 5 Jars) & Pigeon Stove Kraft 1.5 litre Stainless Steel Hot Electric Kettle (Silver)",25394,1,3301.22,0,18,May-14,2014,May,5
US-2011-120740,15-Apr-11,15-Apr-11,Same Day,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,Kenstar,Kenstar Ventina 60 L Window Air Cooler with Trolley,26011,1,3381.43,0,19,Apr-11,2011,April,4
CA-2012-121188,28-Aug-12,04-Sep-12,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,Ultra,Elgi Ultra Perfect S 2-Litre Wet Grinder,26156,1,3400.28,0,10,Aug-12,2012,August,8
CA-2014-101014,30-Aug-14,05-Sep-14,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90049,West,Blue Star,Blue Star OA60LMA 60 Litre Desert Air Cooler,15631,1,2032.03,0,15,Aug-14,2014,August,8
CA-2012-149566,05-Dec-12,10-Dec-12,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,Preethi,"Preethi Zodiac MG 218 Mixer Grinder, 750W, 5 Jars",12484,1,1622.92,0,17,Dec-12,2012,December,12
CA-2014-162012,12-Jul-14,19-Jul-14,Standard Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90049,West,Darling Retail store,Moderno Eco Mesh Office chair,14868,1,1932.84,0,19,Jul-14,2014,July,7
CA-2014-123029,01-Oct-14,03-Oct-14,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,90049,West,Ultra,"Ultra Perfect+ Wet Grinder, 2 L",15801,1,2054.13,0,12,Oct-14,2014,October,10
CA-2014-157448,17-Nov-14,21-Nov-14,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,90049,West,Preethi,Preethi Iconic Wet Grinder 2 Litre,17086,1,2221.18,0,10,Nov-14,2014,November,11
CA-2014-157448,17-Nov-14,21-Nov-14,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,90049,West,Darling Retail store,Moderno Divine Office Chair,20753,1,2697.89,0,14,Nov-14,2014,November,11
CA-2013-162733,12-May-13,13-May-13,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,Foxsky,Foxsky 32 inch Full HD LED TV - 32FSN,7826,1,1017.38,0,19,May-13,2013,May,5
CA-2014-110478,05-Mar-14,10-Mar-14,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,Elica,"Elica 60 cm 1425 m3/hr Auto Clean Chimney (WD TBF HAC 60 MS NERO, 2 Baffle Filters, Touch + Motion Sensor Control, Black)",28901,1,3757.13,0,15,Mar-14,2014,March,3
CA-2014-110478,05-Mar-14,10-Mar-14,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,METZ,METZ 32 inches HD Ready Certified Android Smart LED TV M32W5,23782,1,3091.66,0,20,Mar-14,2014,March,3
CA-2014-140963,11-Jun-14,14-Jun-14,First Class,MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,Haier,Haier 80 cm (32 Inches) HD Ready LED TV LE32D2000 (Black),22431,1,2916.03,0,17,Jun-14,2014,June,6
CA-2013-113243,11-Jun-13,16-Jun-13,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Haier,Haier LED LE32W2000,27835,1,3618.55,0,12,Jun-13,2013,June,6
CA-2013-113243,11-Jun-13,16-Jun-13,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Haier,Haier 80 cm (32 inches) HD Ready LED TV LE32D4000,10373,1,1348.49,0,16,Jun-13,2013,June,6
CA-2013-112942,13-Feb-13,18-Feb-13,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,TCL,"TCL 32"" Led Tv 32D310",17382,1,2259.66,0,16,Feb-13,2013,February,2
